title,scriptUrl,languageName,bestPublicScore,isGpuEnabled,lastRunExecutionTimeSeconds,medal,totalComments,totalForks,totalViews,totalVotes,beginner,classification,data cleaning,data visualization,decision tree,deep learning,eda,ensembling,feature engineering,gradient boosting,lgbt,optimization,pipeline code,regression,regression analysis,starter code,tabular data,tutorial,utility script
Starter: ASHRAE/ 21e237f3-6,https://www.kaggle.com/kerneler/starter-ashrae-21e237f3-6,Python,,False,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How Big is your Model Error!?,https://www.kaggle.com/rikhard/how-big-is-your-model-error,Python,,False,1711,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UniTartu_ML_Navid,https://www.kaggle.com/navidbamdadroshan/unitartu-ml-navid,Python,1.127,False,9963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Submission Visualization & Comparison,https://www.kaggle.com/poedator/submission-visualization-comparison,Python,,False,291,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE3 first try,https://www.kaggle.com/amaity0/ashrae3-first-try,Python,2.44,False,2223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energy_baseline_train,https://www.kaggle.com/jt120lz/energy-baseline-train,Python,,False,184,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE - Great Energy Predictor III,https://www.kaggle.com/worounas/ashrae-great-energy-predictor-iii,Python,,False,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaggle-ashrae-energy-prediction-TimeSeriesForcast,https://www.kaggle.com/anjeetkumar/kaggle-ashrae-energy-prediction-timeseriesforcast,Python,,False,131,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: Ashrae Data bee01cfd-e,https://www.kaggle.com/kerneler/starter-ashrae-data-bee01cfd-e,Python,,False,69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ashrae-droprows 8c10c427-e,https://www.kaggle.com/kerneler/starter-ashrae-droprows-8c10c427-e,Python,,False,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE Building Energy Prediction - DNN,https://www.kaggle.com/geochatz/ashrae-building-energy-prediction-dnn,Python,1.669,False,23356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy consumption,https://www.kaggle.com/japkeerat/energy-consumption,Python,1.33,True,2160,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple target & covariate time series plot ,https://www.kaggle.com/kenmatsu4/simple-target-covariate-time-series-plot,Python,,False,74,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple LGBM Solution,https://www.kaggle.com/nonborghini/simple-lgbm-solution,Python,,False,1025,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380 Models on each Building and Meter,https://www.kaggle.com/tehutahu/2380-models-on-each-building-and-meter,Python,1.097,False,4989,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interpolate Weather,https://www.kaggle.com/kueno55/interpolate-weather,Python,,False,172,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Categorical neural network at meter level,https://www.kaggle.com/simha1214/categorical-neural-network-at-meter-level,Python,1.35,False,29225,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAE leak data 27a426e9-c,https://www.kaggle.com/kerneler/starter-ashrae-leak-data-27a426e9-c,Python,,False,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE outliers detection with Isolation Forest,https://www.kaggle.com/josecarmona/ashrae-outliers-detection-with-isolation-forest,Python,,False,4519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My very first EDA for ASHRAE,https://www.kaggle.com/josecarmona/my-very-first-eda-for-ashrae,Python,,False,93,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAE Submissions 1 2f002f7b-4,https://www.kaggle.com/kerneler/starter-ashrae-submissions-1-2f002f7b-4,Python,,False,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE - LightGBM with K-fold CV,https://www.kaggle.com/kaarelk/ashrae-lightgbm-with-k-fold-cv,Python,,False,3926,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAE public LB da9c3b1c-8,https://www.kaggle.com/kerneler/starter-ashrae-public-lb-da9c3b1c-8,Python,,False,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAE - FINAL SUBMISSION f411a5ba-f,https://www.kaggle.com/kerneler/starter-ashrae-final-submission-f411a5ba-f,Python,,False,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ashrae-data-minification 816f880c-3,https://www.kaggle.com/kerneler/starter-ashrae-data-minification-816f880c-3,Python,,False,169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE - Linear Regression with Interpolated NA's,https://www.kaggle.com/apjansing/ashrae-linear-regression-with-interpolated-na-s,Python,,False,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kernel3377148266,https://www.kaggle.com/madisj/kernel3377148266,Python,1.193,True,10180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaggle-trend-word-2019,https://www.kaggle.com/sishihara/kaggle-trend-word-2019,Python,,False,21,bronze,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple EDA ,https://www.kaggle.com/dcaichara/simple-eda,Python,1.847,False,170,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHARE_EDA,https://www.kaggle.com/shuyam/ashare-eda,Python,,False,156,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: Ashrae Data Non Leakage 59b55802-b,https://www.kaggle.com/kerneler/starter-ashrae-data-non-leakage-59b55802-b,Python,,False,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE - LightGBM with K-fold cross-validation,https://www.kaggle.com/kaarelk/ashrae-lightgbm-with-k-fold-cross-validation,Python,,False,3692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashrae-energy-prediction,https://www.kaggle.com/fallen123/ashrae-energy-prediction,Python,,True,2888,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LightGBM_Ashrae,https://www.kaggle.com/rutvi167894566/lightgbm-ashrae,Python,,False,1352,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAE Train Data FE v1 d7cc25cc-8,https://www.kaggle.com/kerneler/starter-ashrae-train-data-fe-v1-d7cc25cc-8,Python,,False,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE_Exploratory_data_analysis,https://www.kaggle.com/arizonapampa/ashrae-exploratory-data-analysis,Python,,False,119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE_exploration,https://www.kaggle.com/salazar12/ashrae-exploration,Python,,False,872,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashrae_modeling,https://www.kaggle.com/pierrematthieupair/ashrae-modeling,Python,2.412,False,2675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashrae_Keras,https://www.kaggle.com/pierrematthieupair/ashrae-keras,Python,,False,1135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashrae_preprocessing_train,https://www.kaggle.com/pierrematthieupair/ashrae-preprocessing-train,Python,3.54,False,438,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feature Engineering,LGB",https://www.kaggle.com/amitkishore/feature-engineering-lgb,Python,1.13,False,7260,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDSO Exploration,https://www.kaggle.com/thoffma/cdso-exploration,Python,,False,71,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE_ EDA,https://www.kaggle.com/zen1204/ashrae-eda,Python,,False,92,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAE_Ensembling_1 7f6de1f5-4,https://www.kaggle.com/kerneler/starter-ashrae-ensembling-1-7f6de1f5-4,Python,,False,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ashrae_2019_merged_feather a63ebaa4-3,https://www.kaggle.com/kerneler/starter-ashrae-2019-merged-feather-a63ebaa4-3,Python,,False,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAEpkl 47552ba1-9,https://www.kaggle.com/kerneler/starter-ashraepkl-47552ba1-9,Python,,False,53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter: ASHRAE_3 0bfafeae-e,https://www.kaggle.com/kerneler/starter-ashrae-3-0bfafeae-e,Python,,False,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predictenergy_LM_PP_2019_11_27,https://www.kaggle.com/angrynerd/predictenergy-lm-pp-2019-11-27,Python,,False,124,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AshraeEnergy-Non Parametric-Prediction,https://www.kaggle.com/anjeetkumar/ashraeenergy-non-parametric-prediction,Python,,True,2010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple LightGBM LB 1.18,https://www.kaggle.com/yixinchen1/simple-lightgbm-lb-1-18,Python,1.18,False,4669,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sneaky_weasels,https://www.kaggle.com/kadriligi/sneaky-weasels,Python,,False,863,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic Exploratory Data Analysis,https://www.kaggle.com/basma1saad/basic-exploratory-data-analysis,Python,,False,275,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UniTartu_ML_submit,https://www.kaggle.com/navidbamdadroshan/unitartu-ml-submit,Python,1.124,False,9768,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA : meter_reading for site 6-10,https://www.kaggle.com/arnabbiswas1/eda-meter-reading-for-site-6-10,Python,,False,507,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA : meter_reading for sites 11-15 ,https://www.kaggle.com/arnabbiswas1/eda-meter-reading-for-sites-11-15,Python,,False,720,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHARE Adversarial Validation/ModelMissing values ,https://www.kaggle.com/alexishchenko/ashare-adversarial-validation-modelmissing-values,Python,,False,2317,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandas Profiling & Missing Value Imputation,https://www.kaggle.com/ishaan45/pandas-profiling-missing-value-imputation,Python,,False,247,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Even faster stratified cross-validation,https://www.kaggle.com/snovik1975/even-faster-stratified-cross-validation,Python,,False,218,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep dive EDA,https://www.kaggle.com/ilyamich/deep-dive-eda,Python,,False,15,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exploratory data analysis and baseline (lgbm),https://www.kaggle.com/ragnar123/exploratory-data-analysis-and-baseline-lgbm,Python,,False,759,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashraee  ,https://www.kaggle.com/gauri0103/ashraee,Python,1.4100000000000001,False,8811,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML2019,https://www.kaggle.com/kaneki1998/ml2019,Python,,False,13,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modified Stacked Regression,https://www.kaggle.com/dallal/modified-stacked-regression,Python,,False,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kernel4e51c0227f,https://www.kaggle.com/clementut/kernel4e51c0227f,Python,1.163,False,5655,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic EDA,https://www.kaggle.com/ethanstykes/basic-eda,Python,,False,54,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elegant Benchmark,https://www.kaggle.com/uberkinder/elegant-benchmark,Python,1.44,False,297,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linear Regression Baseline for starting,https://www.kaggle.com/rachitt96/linear-regression-baseline-for-starting,Python,,False,432,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baseline Time-Series Predictions,https://www.kaggle.com/sklasfeld/baseline-time-series-predictions,Python,,False,3385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature Engineering: Load Profile (No ML),https://www.kaggle.com/wittmannf/feature-engineering-load-profile-no-ml,Python,1.43,False,734,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA & MODELING,https://www.kaggle.com/martinyonathann/eda-modeling,Python,,True,1912,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Agenda more that 1.5,https://www.kaggle.com/sbrar0804/new-agenda-more-that-1-5,R,,False,4486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashrae-feather,https://www.kaggle.com/amanacden/ashrae-feather,Python,,False,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_weather_data,https://www.kaggle.com/kadriligi/no-weather-data,Python,1.9060000000000001,False,2377,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loading Data & Simple EDA ,https://www.kaggle.com/moonlight314/loading-data-simple-eda,Python,,False,180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Energy Prediction,https://www.kaggle.com/orion99/great-energy-prediction,Python,,False,1543,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kernel3a07a26d18,https://www.kaggle.com/ftahirov/kernel3a07a26d18,Python,,False,1261,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baseline Code ,https://www.kaggle.com/afrahsiddiqi/baseline-code,Python,,False,227,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW UCF Starter Kernel,https://www.kaggle.com/mold52/new-ucf-starter-kernel,Python,,False,4827,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My baseline,https://www.kaggle.com/villemtn/my-baseline,Python,,False,18924,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFold LGBM for each site,https://www.kaggle.com/taidopurason/kfold-lgbm-for-each-site,Python,,False,3414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RandomForest DYST,https://www.kaggle.com/stanislavdev/randomforest-dyst,Python,,False,6856,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaggle competition DYTS ,https://www.kaggle.com/tanyashtym/kaggle-competition-dyts,Python,,False,10040,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_analysis_feature_engineering,https://www.kaggle.com/olivermkr/data-analysis-feature-engineering,Python,,False,293,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiimTiim Final,https://www.kaggle.com/kaiusloos/tiimtiim-final,Python,,False,13898,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHRAE - EDA,https://www.kaggle.com/trehansalil1/ashrae-eda,Python,,False,721,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science for tabular data: Advanced Techniques,https://www.kaggle.com/vasanthraja/data-science-for-tabular-data-advanced-techniques,Python,,False,13,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy Consumption,https://www.kaggle.com/shukla84manish/energy-consumption,Python,1.18,False,1312,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[chunk] To handle Very Lerge Data,https://www.kaggle.com/kaerunantoka/chunk-to-handle-very-lerge-data,Python,,False,327,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My kernel,https://www.kaggle.com/amangeldysh/my-kernel,Python,,False,6610,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kullipojad submission,https://www.kaggle.com/screaminglordbyron/kullipojad-submission,Python,,False,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How low can we go,https://www.kaggle.com/teeyee314/how-low-can-we-go,Python,2.13,False,1285,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Main EDA and relationships between variables,https://www.kaggle.com/robertobianco/main-eda-and-relationships-between-variables,Python,,False,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fastai v2 Starter Code,https://www.kaggle.com/dhakshiin1601/fastai-v2-starter-code,Python,,True,117,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beginner Kernel,https://www.kaggle.com/dufault77/beginner-kernel,Python,,False,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashare Light GBM,https://www.kaggle.com/srbestha/ashare-light-gbm,Python,1.29,False,8048,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kernel3a89971bf9,https://www.kaggle.com/matsushin/kernel3a89971bf9,Python,,False,397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_metadata [primary_use] to one_hot_vector,https://www.kaggle.com/alexzy/building-metadata-primary-use-to-one-hot-vector,Python,,False,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prediction,https://www.kaggle.com/patelatharva/prediction,Python,1.15,False,11826,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
training,https://www.kaggle.com/patelatharva/training,Python,,False,6921,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHARE comp,https://www.kaggle.com/shahules/ashare-comp,Python,,False,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lgbm_simple,https://www.kaggle.com/abhinc/lgbm-simple,Python,,False,88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Competitions are Rock'n' Roll,https://www.kaggle.com/mannuyaar/competitions-are-rock-n-roll,Python,,False,23,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
